ISO code,year,value
GHA,2013,62845721960
GHA,2014,54678533806
GHA,2015,49436806230
GHA,2016,56144179398
GHA,2017,60385409435
GHA,2018,67259353966
GHA,2019,68352629246
GHA,2020,70008243860
GHA,2021,79514204730
GHA,2022,73919003210
GHA,2023,80547146878
GHA,2024,82308110386
GHA,2025,
GIB,2000,
GIB,2001,
GIB,2002,
GIB,2003,
GIB,2004,
GIB,2005,
GIB,2006,
GIB,2007,
GIB,2008,
GIB,2009,
GIB,2010,
GIB,2011,
GIB,2012,
GIB,2013,
GIB,2014,
GIB,2015,
GIB,2016,
GIB,2017,
GIB,2018,
GIB,2019,
GIB,2020,
GIB,2021,
GIB,2022,
GIB,2023,
GIB,2024,
GIB,2025,
GIN,2000,4367458867
GIN,2001,4125527603
GIN,2002,4301608753
GIN,2003,5025167975
GIN,2004,5300767961
GIN,2005,4282468637
GIN,2006,4220019845
GIN,2007,6281918226
GIN,2008,6964179983
GIN,2009,6716905340
GIN,2010,6853467146
GIN,2011,6785137203
GIN,2012,7638044557
GIN,2013,8376613539
GIN,2014,8778473373
GIN,2015,8794201743
GIN,2016,8595955222
GIN,2017,10324668271
GIN,2018,11857030367
GIN,2019,13442861496
GIN,2020,14088693743
GIN,2021,17069115738
GIN,2022,19910452542
GIN,2023,22407615556
GIN,2024,25008678293
GIN,2025,
GMB,2000,782913871.8
GMB,2001,687410645.1
GMB,2002,578235309.3
GMB,2003,487038685
GMB,2004,961900651.4
GMB,2005,1027701068
GMB,2006,1054112488
GMB,2007,1279703047
GMB,2008,1561766956
GMB,2009,1450142509
GMB,2010,1543294927
GMB,2011,1409693597
GMB,2012,1415004738
GMB,2013,1375609453
GMB,2014,1229461721
GMB,2015,1378176609
GMB,2016,1484578886
GMB,2017,1504909463
GMB,2018,1670671328
GMB,2019,1813609692
GMB,2020,1812170891
GMB,2021,2014158842
GMB,2022,2204734528
GMB,2023,2382262185
GMB,2024,2404888749
GMB,2025,
GNB,2000,391345597.5
GNB,2001,412610871.5
GNB,2002,466773711.2
GNB,2003,553614800.1
GNB,2004,582169841.3
GNB,2005,639776040.7
GNB,2006,634781901.3
GNB,2007,753162998
GNB,2008,952667544
GNB,2009,890167833.4
GNB,2010,940112538.9
GNB,2011,1157074319
GNB,2012,1049412177
GNB,2013,1109682824
GNB,2014,1135250721
GNB,2015,1152384167
GNB,2016,1245074264
GNB,2017,1469978606
GNB,2018,1554133594
GNB,2019,1596227316
GNB,2020,1705057581
GNB,2021,1908094558
GNB,2022,1859601384
GNB,2023,2127688181
GNB,2024,2218393805
GNB,2025,
GNQ,2000,1045998496
GNQ,2001,1461139022
GNQ,2002,1806742742
GNQ,2003,2484745935
GNQ,2004,4410764339
GNQ,2005,8217369093
GNQ,2006,10086528699
GNQ,2007,13071718759
GNQ,2008,19749893536
GNQ,2009,15027795173
GNQ,2010,16314443436
GNQ,2011,21357343669
GNQ,2012,22388344144
GNQ,2013,21948834284
GNQ,2014,21765453082
GNQ,2015,13185496881
GNQ,2016,11240808848
GNQ,2017,12200913879
GNQ,2018,13097012134
GNQ,2019,11364133550
GNQ,2020,9893816008
GNQ,2021,12215878033
GNQ,2022,13687643436
GNQ,2023,12337550584
GNQ,2024,12765777677
GNQ,2025,
GRC,2000,1.2576E+11
GRC,2001,1.3205E+11
GRC,2002,1.50254E+11
GRC,2003,1.96931E+11
GRC,2004,2.3498E+11
GRC,2005,2.42316E+11
GRC,2006,2.69073E+11
GRC,2007,3.14227E+11
GRC,2008,3.51121E+11
GRC,2009,3.26829E+11
GRC,2010,2.96418E+11
GRC,2011,2.83228E+11
GRC,2012,2.38841E+11
GRC,2013,2.36556E+11
GRC,2014,2.33912E+11
GRC,2015,1.94567E+11
GRC,2016,1.93097E+11
GRC,2017,2.00381E+11
GRC,2018,2.13299E+11
GRC,2019,2.07306E+11
GRC,2020,1.91363E+11
GRC,2021,2.18304E+11
GRC,2022,2.1799E+11
GRC,2023,2.42946E+11
GRC,2024,2.56238E+11
GRC,2025,
GRD,2000,520044370.4
GRD,2001,520444185.2
GRD,2002,540336925.9
GRD,2003,591018407.4
GRD,2004,599118592.6
GRD,2005,695555555.6
GRD,2006,698700666.7
GRD,2007,758683592.6
GRD,2008,825976037
GRD,2009,771275555.6
GRD,2010,771014814.8
GRD,2011,778655555.6
GRD,2012,799881481.5
GRD,2013,842618518.5
GRD,2014,911496296.3
GRD,2015,997007407.4
GRD,2016,1061640741
GRD,2017,1125685185
GRD,2018,1166514815
GRD,2019,1213485185
GRD,2020,1043411111
GRD,2021,1122222222
GRD,2022,1224007407
GRD,2023,1336418519
GRD,2024,1371918519
GRD,2025,
GRL,2000,1068025016
GRL,2001,1086170704
GRL,2002,1169136716
GRL,2003,1558759823
GRL,2004,1822499769
GRL,2005,1849802648
GRL,2006,2013106930
GRL,2007,2249811296
GRL,2008,2499092314
GRL,2009,2529963903
GRL,2010,2503167187
GRL,2011,2684461375
GRL,2012,2609678486
GRL,2013,2684946990
GRL,2014,2842065708
GRL,2015,2499113023
GRL,2016,2707139544
GRL,2017,2851613679
GRL,2018,3055782146
GRL,2019,2997309972
GRL,2020,3089625554
GRL,2021,3293578468
GRL,2022,3152334772
GRL,2023,3326543974
GRL,2024,
GRL,2025,
GTM,2000,19288929030
GTM,2001,18405220247
GTM,2002,20444205991
GTM,2003,21576351799
GTM,2004,23577298095
GTM,2005,26783389294
GTM,2006,29744246827
GTM,2007,33567850824
GTM,2008,38503720224
GTM,2009,37126148265
GTM,2010,40676578423
GTM,2011,46876006272
GTM,2012,49593929487
GTM,2013,52996420177
GTM,2014,57852159008
GTM,2015,62186066548
GTM,2016,66053408206
GTM,2017,71653780740
GTM,2018,73328356008
GTM,2019,77172331693
GTM,2020,77719468248
GTM,2021,86455522273
GTM,2022,95641446501
GTM,2023,1.04369E+11
GTM,2024,1.132E+11
GTM,2025,
GUM,2000,
GUM,2001,
GUM,2002,3394000000
GUM,2003,3569000000
GUM,2004,3869000000
GUM,2005,4213000000
GUM,2006,4238000000
GUM,2007,4397000000
GUM,2008,4658000000
GUM,2009,4828000000
GUM,2010,4949000000
GUM,2011,4984000000
GUM,2012,5265000000
GUM,2013,5399000000
GUM,2014,5610000000
GUM,2015,5799000000
GUM,2016,5901000000
GUM,2017,6013000000
GUM,2018,6051000000
GUM,2019,6355000000
GUM,2020,5916000000
GUM,2021,6234000000
GUM,2022,6910000000
GUM,2023,
GUM,2024,
GUM,2025,
GUY,2000,712667896.7
GUY,2001,712167450.2
GUY,2002,726131434.7
GUY,2003,743063950.3
GUY,2004,787814379.2
GUY,2005,824880550.3
GUY,2006,2379817991
GUY,2007,2730971595
GUY,2008,3025187433
GUY,2009,3165663153
GUY,2010,3432912517
GUY,2011,3691384318
GUY,2012,4063088536
GUY,2013,4167800929
GUY,2014,4127660152
GUY,2015,4279840194
GUY,2016,4482697337
GUY,2017,4748174334
GUY,2018,4787636998
GUY,2019,5173760192
GUY,2020,5471256595
GUY,2021,8041362110
GUY,2022,14718388489
GUY,2023,16918503597
GUY,2024,24662709832
GUY,2025,
HIC,2000,2.80954E+13
HIC,2001,2.78713E+13
HIC,2002,2.90878E+13
HIC,2003,3.26536E+13
HIC,2004,3.64796E+13
HIC,2005,3.874E+13
HIC,2006,4.11255E+13
HIC,2007,4.52592E+13
HIC,2008,4.85115E+13
HIC,2009,4.51216E+13
HIC,2010,4.7537E+13
HIC,2011,5.1762E+13
HIC,2012,5.19437E+13
HIC,2013,5.26671E+13
HIC,2014,5.35501E+13
HIC,2015,4.99776E+13
HIC,2016,5.0928E+13
HIC,2017,5.35241E+13
HIC,2018,5.69206E+13
HIC,2019,5.74562E+13
HIC,2020,5.58897E+13
HIC,2021,6.27453E+13
HIC,2022,6.50813E+13
HIC,2023,6.84496E+13
HIC,2024,7.13211E+13
HIC,2025,
HKG,2000,1.71669E+11
HKG,2001,1.69404E+11
HKG,2002,1.66349E+11
HKG,2003,1.61386E+11
HKG,2004,1.691E+11
HKG,2005,1.81569E+11
HKG,2006,1.93535E+11
HKG,2007,2.11597E+11
HKG,2008,2.19279E+11
HKG,2009,2.14048E+11
HKG,2010,2.28639E+11
HKG,2011,2.48514E+11
HKG,2012,2.62629E+11
HKG,2013,2.75697E+11
HKG,2014,2.9146E+11
HKG,2015,3.09386E+11
HKG,2016,3.2086E+11
HKG,2017,3.41273E+11
HKG,2018,3.61731E+11
HKG,2019,3.63075E+11
HKG,2020,3.44943E+11
HKG,2021,3.68954E+11
HKG,2022,3.5868E+11
HKG,2023,3.81043E+11
HKG,2024,4.06863E+11
HKG,2025,
HND,2000,7186638029
HND,2001,7651162302
HND,2002,7858255413
HND,2003,8230391347
HND,2004,8869299234
HND,2005,9757012697
HND,2006,10917477066
HND,2007,12361257681
HND,2008,13881731876
HND,2009,14587496229
HND,2010,15839344592
HND,2011,17710275685
HND,2012,18528554398
HND,2013,18499729215
HND,2014,19756533972
HND,2015,20979791685
HND,2016,21717604952
HND,2017,23136247991
HND,2018,24067750760
HND,2019,24882225742
HND,2020,23352232484
HND,2021,28144331507
HND,2022,31426041807
HND,2023,34355805528
HND,2024,37093565854
HND,2025,
HPC,2000,1.8193E+11
HPC,2001,1.7588E+11
HPC,2002,1.90891E+11
HPC,2003,2.1661E+11
HPC,2004,2.49571E+11
HPC,2005,2.88591E+11
HPC,2006,3.38993E+11
HPC,2007,4.04372E+11
HPC,2008,4.81624E+11
HPC,2009,4.75214E+11
HPC,2010,5.18754E+11
HPC,2011,5.73518E+11
HPC,2012,5.95155E+11
HPC,2013,6.67314E+11
HPC,2014,7.05466E+11
HPC,2015,6.74607E+11
HPC,2016,6.77201E+11
HPC,2017,7.35068E+11
HPC,2018,7.90374E+11
HPC,2019,8.11372E+11
HPC,2020,8.16029E+11
HPC,2021,9.24417E+11
HPC,2022,1.0025E+12
HPC,2023,1.06032E+12
HPC,2024,1.14511E+12
HPC,2025,
HRV,2000,22134411297
HRV,2001,23066883850
HRV,2002,26757722429
HRV,2003,35245317002
HRV,2004,41836292157
HRV,2005,45013119282
HRV,2006,49583544860
HRV,2007,59290621398
HRV,2008,68472854617
HRV,2009,62315996675
HRV,2010,58975205417
HRV,2011,62889007657
HRV,2012,57548115904
HRV,2013,59846265182
HRV,2014,59606934501
HRV,2015,50998893385
HRV,2016,52650714172
HRV,2017,56182782586
HRV,2018,61667925219
HRV,2019,61466721186
HRV,2020,57959843541
HRV,2021,69002365163
HRV,2022,71196498671
HRV,2023,85624153964
HRV,2024,92983810329
HRV,2025,
HTI,2000,6813566099
HTI,2001,6331970324
HTI,2002,6205847214
HTI,2003,5071947798
HTI,2004,6087360684
HTI,2005,7030149730
HTI,2006,7638739123
HTI,2007,9228637768
HTI,2008,10432962635
HTI,2009,11597002835
HTI,2010,11859312725
HTI,2011,13008746039
HTI,2012,13708925477
HTI,2013,14902488604
HTI,2014,15146883498
HTI,2015,14849629309
HTI,2016,14069277526
HTI,2017,15093357161
HTI,2018,16403864618
HTI,2019,15016090930
HTI,2020,14508222518
HTI,2021,20944387976
HTI,2022,20253551921
HTI,2023,19850585722
HTI,2024,25224154991
HTI,2025,
HUN,2000,47275954429
HUN,2001,53800068066
HUN,2002,67636468625
HUN,2003,85190469121
HUN,2004,1.04015E+11
HUN,2005,1.13098E+11
HUN,2006,1.15604E+11
HUN,2007,1.40123E+11
HUN,2008,1.58228E+11
HUN,2009,1.30807E+11
HUN,2010,1.31899E+11
HUN,2011,1.41713E+11
HUN,2012,1.2847E+11
HUN,2013,1.35646E+11
HUN,2014,1.41129E+11
HUN,2015,1.25244E+11
HUN,2016,1.28984E+11
HUN,2017,1.43335E+11
HUN,2018,1.61185E+11
HUN,2019,1.64937E+11
HUN,2020,1.58468E+11
HUN,2021,1.83283E+11
HUN,2022,1.77003E+11
HUN,2023,2.1324E+11
HUN,2024,2.22723E+11
HUN,2025,
IBD,2000,5.88613E+12
IBD,2001,5.97161E+12
IBD,2002,6.06578E+12
IBD,2003,6.81415E+12
IBD,2004,8.11739E+12
IBD,2005,9.69475E+12
IBD,2006,1.15012E+13
IBD,2007,1.42875E+13
IBD,2008,1.71444E+13
IBD,2009,1.66437E+13
IBD,2010,2.0237E+13
IBD,2011,2.39529E+13
IBD,2012,2.54598E+13
IBD,2013,2.67843E+13
IBD,2014,2.7549E+13
IBD,2015,2.59376E+13
IBD,2016,2.6133E+13
IBD,2017,2.88487E+13
IBD,2018,3.07368E+13
IBD,2019,3.13771E+13
IBD,2020,3.0204E+13
IBD,2021,3.58793E+13
IBD,2022,3.79433E+13
IBD,2023,3.92483E+13
IBD,2024,4.09304E+13
IBD,2025,
IBT,2000,6.40516E+12
IBT,2001,6.48481E+12
IBT,2002,6.61883E+12
IBT,2003,7.43804E+12
IBT,2004,8.84694E+12
IBT,2005,1.05439E+13
IBT,2006,1.25158E+13
IBT,2007,1.54784E+13
IBT,2008,1.85639E+13
IBT,2009,1.80274E+13
IBT,2010,2.18351E+13
IBT,2011,2.57573E+13
IBT,2012,2.73635E+13
IBT,2013,2.88556E+13
IBT,2014,2.97788E+13
IBT,2015,2.81038E+13
IBT,2016,2.82863E+13
IBT,2017,3.11177E+13
IBT,2018,3.31476E+13
IBT,2019,3.40782E+13
IBT,2020,3.28228E+13
IBT,2021,3.87413E+13
IBT,2022,4.10185E+13
IBT,2023,4.21765E+13
IBT,2024,4.38232E+13
IBT,2025,
IDA,2000,5.19434E+11
IDA,2001,5.13449E+11
IDA,2002,5.53708E+11
IDA,2003,6.24669E+11
IDA,2004,7.30301E+11
IDA,2005,8.49794E+11
IDA,2006,1.01542E+12
IDA,2007,1.19097E+12
IDA,2008,1.41949E+12
IDA,2009,1.38369E+12
IDA,2010,1.59809E+12
IDA,2011,1.8044E+12
IDA,2012,1.90378E+12
IDA,2013,2.07132E+12
IDA,2014,2.22979E+12
IDA,2015,2.16615E+12
IDA,2016,2.15324E+12
IDA,2017,2.26899E+12
IDA,2018,2.41082E+12
IDA,2019,2.70116E+12
IDA,2020,2.61882E+12
IDA,2021,2.86202E+12
IDA,2022,3.07516E+12
IDA,2023,2.92826E+12
IDA,2024,2.89279E+12
IDA,2025,
IDB,2000,2.4429E+11
IDB,2001,2.43968E+11
IDB,2002,2.67622E+11
IDB,2003,3.0294E+11
IDB,2004,3.65116E+11
IDB,2005,4.28329E+11
IDB,2006,5.26646E+11
IDB,2007,6.0984E+11
IDB,2008,7.14772E+11
IDB,2009,6.69158E+11
IDB,2010,7.80581E+11
IDB,2011,8.88614E+11
IDB,2012,9.829E+11
IDB,2013,1.07151E+12
IDB,2014,1.16458E+12
IDB,2015,1.10489E+12
IDB,2016,1.03576E+12
IDB,2017,1.0647E+12
IDB,2018,1.12528E+12
IDB,2019,1.35444E+12
IDB,2020,1.25845E+12
IDB,2021,1.36936E+12
IDB,2022,1.45688E+12
IDB,2023,1.27253E+12
IDB,2024,1.11741E+12
IDB,2025,
IDN,2000,1.65021E+11
IDN,2001,1.60447E+11
IDN,2002,1.95661E+11
IDN,2003,2.34772E+11
IDN,2004,2.56837E+11
IDN,2005,2.85869E+11
IDN,2006,3.64571E+11
IDN,2007,4.32217E+11
IDN,2008,5.10229E+11
IDN,2009,5.3958E+11
IDN,2010,7.55094E+11
IDN,2011,8.92969E+11
IDN,2012,9.1787E+11
IDN,2013,9.12524E+11
IDN,2014,8.90815E+11
IDN,2015,8.60854E+11
IDN,2016,9.31877E+11
IDN,2017,1.01562E+12
IDN,2018,1.04227E+12
IDN,2019,1.1191E+12
IDN,2020,1.05905E+12
IDN,2021,1.18651E+12
IDN,2022,1.3191E+12
IDN,2023,1.37117E+12
IDN,2024,1.3963E+12
IDN,2025,
IDX,2000,2.75642E+11
IDX,2001,2.69902E+11
IDX,2002,2.8641E+11
IDX,2003,3.22064E+11
IDX,2004,3.65261E+11
IDX,2005,4.21453E+11
IDX,2006,4.88334E+11
IDX,2007,5.8084E+11
IDX,2008,7.04715E+11
IDX,2009,7.1453E+11
IDX,2010,8.17514E+11
IDX,2011,9.15782E+11
IDX,2012,9.20881E+11
IDX,2013,9.9981E+11
IDX,2014,1.0652E+12
IDX,2015,1.06126E+12
IDX,2016,1.11748E+12
IDX,2017,1.20428E+12
IDX,2018,1.28554E+12
IDX,2019,1.34672E+12
IDX,2020,1.36037E+12
IDX,2021,1.49266E+12
IDX,2022,1.61828E+12
IDX,2023,1.65573E+12
IDX,2024,1.77538E+12
IDX,2025,
IMN,2000,1601050083
IMN,2001,1668684324
IMN,2002,1891002698
IMN,2003,2252620408
IMN,2004,2802206152
IMN,2005,3032411027
IMN,2006,3422733202
IMN,2007,4466350656
IMN,2008,5928791505
IMN,2009,5486921247
IMN,2010,5920369790
IMN,2011,6565667053
IMN,2012,6690228372
IMN,2013,7001175623
IMN,2014,7708454412
IMN,2015,7084800892
IMN,2016,6846377563
IMN,2017,6979788334
IMN,2018,7491649456
IMN,2019,7314967866
IMN,2020,6684225641
IMN,2021,7931193222
IMN,2022,7431257411
IMN,2023,
IMN,2024,
IMN,2025,
IND,2000,4.68396E+11
IND,2001,4.8544E+11
IND,2002,5.14939E+11
IND,2003,6.07701E+11
IND,2004,7.09153E+11
IND,2005,8.20384E+11
IND,2006,9.4026E+11
IND,2007,1.21674E+12
IND,2008,1.1989E+12
IND,2009,1.34189E+12
IND,2010,1.67562E+12
IND,2011,1.82305E+12
IND,2012,1.82764E+12
IND,2013,1.85672E+12
IND,2014,2.03913E+12
IND,2015,2.10359E+12
IND,2016,2.2948E+12
IND,2017,2.65147E+12
IND,2018,2.70293E+12
IND,2019,2.83561E+12
IND,2020,2.67485E+12
IND,2021,3.16727E+12
IND,2022,3.34611E+12
IND,2023,3.63849E+12
IND,2024,3.90989E+12
IND,2025,
INX,2000,
INX,2001,
INX,2002,
INX,2003,
INX,2004,
INX,2005,
INX,2006,
INX,2007,
INX,2008,
INX,2009,
INX,2010,
INX,2011,
INX,2012,
INX,2013,
INX,2014,
INX,2015,
INX,2016,
INX,2017,
INX,2018,
INX,2019,
INX,2020,
INX,2021,
INX,2022,
INX,2023,
INX,2024,
INX,2025,
IRL,2000,1.00208E+11
IRL,2001,1.09347E+11
IRL,2002,1.28596E+11
IRL,2003,1.64671E+11
IRL,2004,1.94372E+11
IRL,2005,2.11877E+11
IRL,2006,2.32181E+11
IRL,2007,2.70079E+11
IRL,2008,2.75447E+11
IRL,2009,2.36443E+11
IRL,2010,2.21733E+11
IRL,2011,2.40976E+11
IRL,2012,2.26922E+11
IRL,2013,2.42924E+11
IRL,2014,2.6649E+11
IRL,2015,3.02101E+11
IRL,2016,3.05431E+11
IRL,2017,3.48355E+11
IRL,2018,3.9578E+11
IRL,2019,4.07212E+11
IRL,2020,4.36009E+11
IRL,2021,5.30394E+11
IRL,2022,5.48342E+11
IRL,2023,5.67373E+11
IRL,2024,6.09157E+11
IRL,2025,
IRN,2000,1.09592E+11
IRN,2001,1.26879E+11
IRN,2002,1.28627E+11
IRN,2003,1.51911E+11
IRN,2004,1.87755E+11
IRN,2005,2.2497E+11
IRN,2006,2.65602E+11
IRN,2007,3.49737E+11
IRN,2008,4.06071E+11
IRN,2009,4.14059E+11
IRN,2010,4.8707E+11
IRN,2011,6.29082E+11
IRN,2012,6.44019E+11
IRN,2013,5.004E+11
IRN,2014,4.62285E+11
IRN,2015,4.09192E+11
IRN,2016,4.78618E+11
IRN,2017,5.1024E+11
IRN,2018,4.11903E+11
IRN,2019,3.47988E+11
IRN,2020,2.80934E+11
IRN,2021,4.07351E+11
IRN,2022,4.22662E+11
IRN,2023,4.5751E+11
IRN,2024,4.75252E+11
IRN,2025,
IRQ,2000,48364250944
IRQ,2001,36176430129
IRQ,2002,32928454672
IRQ,2003,21921569479
IRQ,2004,36633669269
IRQ,2005,50065104668
IRQ,2006,65147051918
IRQ,2007,88837057320
IRQ,2008,1.31614E+11
IRQ,2009,1.11658E+11
IRQ,2010,1.38517E+11
IRQ,2011,1.8575E+11
IRQ,2012,2.18002E+11
IRQ,2013,2.34638E+11
IRQ,2014,2.28416E+11
IRQ,2015,1.66774E+11
IRQ,2016,1.66744E+11
IRQ,2017,1.87218E+11
IRQ,2018,2.27367E+11
IRQ,2019,2.33636E+11
IRQ,2020,1.80899E+11
IRQ,2021,2.09692E+11
IRQ,2022,2.87372E+11
IRQ,2023,2.68881E+11
IRQ,2024,2.79641E+11
IRQ,2025,
ISL,2000,9140168922
ISL,2001,8323401820
ISL,2002,9416199700
ISL,2003,11564687742
ISL,2004,13963943244
ISL,2005,17146410561
ISL,2006,17671649843
ISL,2007,21960110030
ISL,2008,18247921360
ISL,2009,13212543838
ISL,2010,13922711577
ISL,2011,15394005872
ISL,2012,14943757823
ISL,2013,16244319959
ISL,2014,18052183515
ISL,2015,17700486957
ISL,2016,21083713310
ISL,2017,25060086488
ISL,2018,26677652544
ISL,2019,24985687022
ISL,2020,22034665041
ISL,2021,26234872402
ISL,2022,29166102877
ISL,2023,31677891897
ISL,2024,33255181469
ISL,2025,
ISR,2000,1.36512E+11
ISR,2001,1.35002E+11
ISR,2002,1.25332E+11
ISR,2003,1.31409E+11
ISR,2004,1.40048E+11
ISR,2005,1.4752E+11
ISR,2006,1.58901E+11
ISR,2007,1.84681E+11
ISR,2008,2.21232E+11
ISR,2009,2.13403E+11
ISR,2010,2.39679E+11
ISR,2011,2.68095E+11
ISR,2012,2.63589E+11
ISR,2013,2.98478E+11
ISR,2014,3.15017E+11
ISR,2015,3.03469E+11
ISR,2016,3.21941E+11
ISR,2017,3.58452E+11
ISR,2018,3.76299E+11
ISR,2019,4.00645E+11
ISR,2020,4.10768E+11
ISR,2021,4.89852E+11
ISR,2022,5.25181E+11
ISR,2023,5.12185E+11
ISR,2024,5.4038E+11
ISR,2025,
ITA,2000,1.14966E+12
ITA,2001,1.17204E+12
ITA,2002,1.28175E+12
ITA,2003,1.58293E+12
ITA,2004,1.81281E+12
ITA,2005,1.86498E+12
ITA,2006,1.95856E+12
ITA,2007,2.22252E+12
ITA,2008,2.41751E+12
ITA,2009,2.20948E+12
ITA,2010,2.14494E+12
ITA,2011,2.30697E+12
ITA,2012,2.09793E+12
ITA,2013,2.15323E+12
ITA,2014,2.17326E+12
ITA,2015,1.84543E+12
ITA,2016,1.88711E+12
ITA,2017,1.97072E+12
ITA,2018,2.09944E+12
ITA,2019,2.01961E+12
ITA,2020,1.90748E+12
ITA,2021,2.17921E+12
ITA,2022,2.10407E+12
ITA,2023,2.31673E+12
ITA,2024,2.38083E+12
ITA,2025,
JAM,2000,9005064475
JAM,2001,9194727831
JAM,2002,9719009495
JAM,2003,9430234811
JAM,2004,10174664854
JAM,2005,11243865778
JAM,2006,11930179090
JAM,2007,12799600047
JAM,2008,13709401520
JAM,2009,12120458115
JAM,2010,13220549908
JAM,2011,14444661522
JAM,2012,14807086556
JAM,2013,14264205153
JAM,2014,13899217680
JAM,2015,14963589916
JAM,2016,14898999754
JAM,2017,15783583237
JAM,2018,16855447986
JAM,2019,17026269263
JAM,2020,15000214216
JAM,2021,15963885376
JAM,2022,18813516805
JAM,2023,21418804320
JAM,2024,22014397090
JAM,2025,
JOR,2000,8460789845
JOR,2001,8975814653
JOR,2002,9582510578
JOR,2003,10195627645
JOR,2004,11411706629
JOR,2005,12588998590
JOR,2006,15056981664
JOR,2007,17110437236
JOR,2008,22658715989
JOR,2009,24537876056
JOR,2010,27133804225
JOR,2011,29524149155
JOR,2012,31634561690
JOR,2013,34454440141
JOR,2014,36847643521
JOR,2015,38587017887
JOR,2016,39892551127
JOR,2017,41608435915
JOR,2018,43370860704
JOR,2019,44503006338
JOR,2020,43700383099
JOR,2021,46296100141
JOR,2022,48764963380
JOR,2023,51088476338
JOR,2024,53352289577
JOR,2025,
JPN,2000,4.96836E+12
JPN,2001,4.37471E+12
JPN,2002,4.18285E+12
JPN,2003,4.51956E+12
JPN,2004,4.89312E+12
JPN,2005,4.83147E+12
JPN,2006,4.60166E+12
JPN,2007,4.57975E+12
JPN,2008,5.10668E+12
JPN,2009,5.28949E+12
JPN,2010,5.75907E+12
JPN,2011,6.23315E+12
JPN,2012,6.27236E+12
JPN,2013,5.21233E+12
JPN,2014,4.89699E+12
JPN,2015,4.44493E+12
JPN,2016,5.00368E+12
JPN,2017,4.93084E+12
JPN,2018,5.04088E+12
JPN,2019,5.11799E+12
JPN,2020,5.05407E+12
JPN,2021,5.03915E+12
JPN,2022,4.26246E+12
JPN,2023,4.21317E+12
JPN,2024,4.0276E+12
JPN,2025,
KAZ,2000,18291990662
KAZ,2001,22152689180
KAZ,2002,24636598527
KAZ,2003,30833692900
KAZ,2004,43151647003
KAZ,2005,57123671734
KAZ,2006,81003864630
KAZ,2007,1.0485E+11
KAZ,2008,1.33442E+11
KAZ,2009,1.15309E+11
KAZ,2010,1.48047E+11
KAZ,2011,1.92626E+11
KAZ,2012,2.07999E+11
KAZ,2013,2.36635E+11
KAZ,2014,2.21416E+11
KAZ,2015,1.84388E+11
KAZ,2016,1.37278E+11
KAZ,2017,1.66806E+11
KAZ,2018,1.7934E+11
KAZ,2019,1.81667E+11
KAZ,2020,1.71082E+11
KAZ,2021,1.97112E+11
KAZ,2022,2.25496E+11
KAZ,2023,2.6184E+11
KAZ,2024,2.9148E+11
KAZ,2025,
KEN,2000,12705350098
KEN,2001,12986007426
KEN,2002,13147736899
KEN,2003,14904517650
KEN,2004,16095337094
KEN,2005,18737895513
KEN,2006,25825512284
KEN,2007,31958195182
KEN,2008,35895153328
KEN,2009,42347217913
KEN,2010,45405615064
KEN,2011,46869473151
KEN,2012,56396704672
KEN,2013,61671440408
KEN,2014,68285796514
KEN,2015,70120446897
KEN,2016,74815144164
KEN,2017,82036510877
KEN,2018,92202979985
KEN,2019,1.00378E+11
KEN,2020,1.00658E+11
KEN,2021,1.09704E+11
KEN,2022,1.14449E+11
KEN,2023,1.07501E+11
KEN,2024,1.2034E+11
KEN,2025,
KGZ,2000,1369688498
KGZ,2001,1525116370
KGZ,2002,1605643105
KGZ,2003,1919008090
KGZ,2004,2211534585
KGZ,2005,2460246766
KGZ,2006,2834168889
KGZ,2007,3802570553
KGZ,2008,5139958909
KGZ,2009,4690061381
KGZ,2010,4794361863
KGZ,2011,6197765984
KGZ,2012,6605142884
KGZ,2013,7335033801
KGZ,2014,7468102413
KGZ,2015,6678177512
KGZ,2016,6813095379
KGZ,2017,7702938379
KGZ,2018,8271106235
KGZ,2019,9371275264
KGZ,2020,8270468614
KGZ,2021,9249133946
KGZ,2022,12134931018
KGZ,2023,15180842369
KGZ,2024,17478259659
KGZ,2025,
KHM,2000,3694168979
KHM,2001,4145665970
KHM,2002,4501227627
KHM,2003,5046693484
KHM,2004,5883297160
KHM,2005,7066296463
KHM,2006,8350531017
KHM,2007,10127916460
KHM,2008,12174303999
KHM,2009,12502901170
KHM,2010,13808673288
KHM,2011,16032622024
KHM,2012,17826536700
KHM,2013,19807135253
KHM,2014,22041463968
KHM,2015,24174170369
KHM,2016,26556545153
KHM,2017,29355665910
KHM,2018,33145892169
KHM,2019,36685356408
KHM,2020,34818073901
KHM,2021,36790163687
KHM,2022,39994532960
KHM,2023,42335646896
KHM,2024,46352647037
KHM,2025,
KIR,2000,74910527.26
KIR,2001,64935850.16
KIR,2002,74743869.13
KIR,2003,96105619.38
KIR,2004,104085892.1
KIR,2005,113895437.3
KIR,2006,112338353.3
KIR,2007,138054945.6
KIR,2008,147017895
KIR,2009,140177384.1
KIR,2010,165458433.1
KIR,2011,195970140.2
KIR,2012,207001545.9
KIR,2013,201730860.8
KIR,2014,200287282
KIR,2015,191559398.7
KIR,2016,206467818.5
KIR,2017,222875736.3
KIR,2018,233514717.4
KIR,2019,216985388.3
KIR,2020,220898020.4
KIR,2021,285259881.1
KIR,2022,270040453.3
